,A_Properties,Num,A_SQFT
7359,5818  COWLING CT,50649700,1951
7360,5820  COWLING CT,50649690,1951
7361,5822  COWLING CT,50649680,1423
7362,5824  COWLING CT,50649670,1951
7363,5826  COWLING CT,50649660,1951
7364,5828  COWLING CT,50649650,1967
7365,5830  COWLING CT,50649640,1736
7366,5832  COWLING CT,50649630,1696
7367,5834  COWLING CT,50649620,1752
7368,5836  COWLING CT,50649610,1704
7369,5838  COWLING CT,50649600,1967
7370,5840  COWLING CT,50649590,1488
7371,5842  COWLING CT,50649580,1439
7372,5844  COWLING CT,50649570,1736
7373,5846  COWLING CT,50649560,1742
7374,5848  COWLING CT,50649550,1728
7375,5850  COWLING CT,50649540,1439
7376,5852  COWLING CT,50649530,1742
7377,5854  COWLING CT,50649520,1448
7378,5856  COWLING CT,50649510,1439
7379,800  CRESCENT DR,16822000,2165
7380,802  CRESCENT DR,16821500,1602
7381,803  CRESCENT DR,16800500,2424
7382,804  CRESCENT DR,16821000,1905
7383,805  CRESCENT DR,16812000,1600
7384,806  CRESCENT DR,16820500,2453
7385,807  CRESCENT DR,16811500,3120
7386,808  CRESCENT DR,16820000,1205
7387,809  CRESCENT DR,16811000,1844
7388,810  CRESCENT DR,16819500,2705
7389,811  CRESCENT DR,16810500,2614
7390,812  CRESCENT DR,16819000,1395
7391,813  CRESCENT DR,16810000,1783
7392,814  CRESCENT DR,16818500,1992
7393,815  CRESCENT DR,16809500,1290
7394,816  CRESCENT DR,16818000,2377
7395,817  CRESCENT DR,16809000,2274
7396,821  CRESCENT DR,16835000,2102
7397,823  CRESCENT DR,16834500,2945
7398,900  CRESCENT DR,16828500,2446
7399,902  CRESCENT DR,16828000,2404
7400,903  CRESCENT DR,16829500,1543
7401,904  CRESCENT DR,16827500,2364
7402,905  CRESCENT DR,16830000,1386
7403,906  CRESCENT DR,16827000,2098
7404,907  CRESCENT DR,16830500,2320
7405,908  CRESCENT DR,16826500,1539
7406,909  CRESCENT DR,16831000,1316
7407,910  CRESCENT DR,16826000,1693
7408,911  CRESCENT DR,16831500,1050
7409,2404  CREST ST,17688500,1773
7410,2405  CREST ST,17694500,1877
7411,2406  CREST ST,17689000,1490
7412,2407  CREST ST,17694000,1632
7413,2408  CREST ST,17689500,2341
7414,2409  CREST ST,17693500,1896
7415,2411  CREST ST,17693000,1614
7416,2412  CREST ST,17690000,3725
7417,2500  CREST ST,17690500,5134
7418,2501  CREST ST,17692000,1453
7419,2504  CREST ST,17691000,2966
7420,2505  CREST ST,17691500,1079
7421,2506  CREST ST,17584000,3055
7422,2507  CREST ST,17623500,1859
7423,2509  CREST ST,17624000,1782
7424,2510  CREST ST,17583500,1126
7425,2513  CREST ST,17624500,1766
7426,2517  CREST ST,17625000,1686
7427,2602  CREST ST,17601000,1126
7428,2606  CREST ST,17623000,1542
7429,504  CRESTWOOD DR,16108500,1774
7430,505  CRESTWOOD DR,16119000,1305
7431,508  CRESTWOOD DR,16109000,1294
7432,509  CRESTWOOD DR,16119500,3432
7433,510  CRESTWOOD DR,16109500,1244
7434,511  CRESTWOOD DR,16124000,1744
7435,512  CRESTWOOD DR,16110000,1820
7436,600  CRESTWOOD DR,16110500,1482
7437,602  CRESTWOOD DR,16111000,3140
7438,604  CRESTWOOD DR,16111500,1775
7439,605  CRESTWOOD DR,16143000,2003
7440,606  CRESTWOOD DR,16112000,1818
7441,607  CRESTWOOD DR,16143500,1294
7442,610  CRESTWOOD DR,16112500,1474
7443,611  CRESTWOOD DR,16144000,1488
7444,614  CRESTWOOD DR,16134500,1926
7445,615  CRESTWOOD DR,16137500,2578
7446,903  CRESTWOOD DR,16775000,2244
7447,905  CRESTWOOD DR,16775500,2244
7448,907  CRESTWOOD DR,16776000,2098
7449,909  CRESTWOOD DR,16776500,2896
7450,911  CRESTWOOD DR,16777000,2078
7451,913  CRESTWOOD DR,16777500,2179
7452,915  CRESTWOOD DR,16778000,2366
7453,917  CRESTWOOD DR,16778500,2196
7454,1007  CRESTWOOD DR,17767500,1144
7455,1011  CRESTWOOD DR,17752500,1218
7456,1015  CRESTWOOD DR,17753000,1229
7457,1019  CRESTWOOD DR,17753500,1545
7458,1109  CRESTWOOD DR,17754000,3460
7459,1115  CRESTWOOD DR,17754500,1908
7460,1400  CRESTWOOD DR,17648500,4853
7461,1404  CRESTWOOD DR,17648000,1362
7462,1406  CRESTWOOD DR,17647500,2310
7463,1408  CRESTWOOD DR,17647000,2687
7464,1410  CRESTWOOD DR,17646500,4792
7465,1410A  CRESTWOOD DR,17646000,0
7466,1501  CRESTWOOD DR,17662500,1248
7467,1505  CRESTWOOD DR,17662000,1368
7468,1509  CRESTWOOD DR,17661500,2199
7469,1512  CRESTWOOD DR,17645500,2192
7470,1513  CRESTWOOD DR,17661000,2012
7471,1600  CRESTWOOD DR,17645000,1632
7472,1601  CRESTWOOD DR,17660500,1502
7473,1604  CRESTWOOD DR,17644500,1524
7474,1605  CRESTWOOD DR,17660000,1704
7475,1608  CRESTWOOD DR,17644000,1534
7476,1609  CRESTWOOD DR,17659500,1584
7477,1612  CRESTWOOD DR,17643500,2340
7478,1613  CRESTWOOD DR,17659000,1455
7479,1616  CRESTWOOD DR,17643000,1344
7480,1617  CRESTWOOD DR,17658500,1534
7481,1704  CRESTWOOD DR,17731000,1706
7482,1705  CRESTWOOD DR,17751000,1764
7483,1706  CRESTWOOD DR,17730500,1502
7484,1707  CRESTWOOD DR,17750500,1962
7485,1708  CRESTWOOD DR,17730000,1550
7486,1709  CRESTWOOD DR,17750000,1924
7487,1710  CRESTWOOD DR,17729500,1550
7488,1711  CRESTWOOD DR,17749500,1502
7489,1712  CRESTWOOD DR,17729000,1884
7490,1713  CRESTWOOD DR,17749000,1550
7491,1714  CRESTWOOD DR,17728500,2180
7492,1715  CRESTWOOD DR,17748500,1614
7493,1716  CRESTWOOD DR,17728000,1213
7494,1717  CRESTWOOD DR,17748000,1680
7495,1718  CRESTWOOD DR,17727500,1919
7496,1719  CRESTWOOD DR,17747500,1550
7497,1720  CRESTWOOD DR,17727000,1919
7498,1721  CRESTWOOD DR,17747000,2178
7499,1722  CRESTWOOD DR,17726500,1880
7500,1723  CRESTWOOD DR,17746500,2142
7501,1724  CRESTWOOD DR,17726000,1502
7502,1725  CRESTWOOD DR,17746000,1574
7503,1726  CRESTWOOD DR,17725500,1
7504,1727  CRESTWOOD DR,17745500,2166
7505,1729  CRESTWOOD DR,17745000,1886
7506,1731  CRESTWOOD DR,17744500,1716
7507,1733  CRESTWOOD DR,17744000,2243
7508,1735  CRESTWOOD DR,17743500,1566
7509,1737  CRESTWOOD DR,17743000,2138
7510,1739  CRESTWOOD DR,17742500,1550
7511,1740  CRESTWOOD DR,17723000,1
7512,1013  CROSS DR,16489000,1050
7513,1015  CROSS DR,16489500,1192
7514,1019  CROSS DR,16490000,1214
7515,1020  CROSS DR,16519500,2421
7516,1022  CROSS DR,16519000,1050
7517,1023  CROSS DR,16490500,1194
7518,1026  CROSS DR,16518500,2158
7519,1027  CROSS DR,16491000,1680
7520,1030  CROSS DR,16518000,1680
7521,1031  CROSS DR,16491500,1050
7522,1035  CROSS DR,16492000,1724
7523,1100  CROSS DR,16507000,1051
7524,1101  CROSS DR,16492500,1210
7525,1104  CROSS DR,16506500,1872
7526,1105  CROSS DR,16493000,1734
7527,1108  CROSS DR,16506000,1680
7528,1109  CROSS DR,16493500,1643
7529,1113  CROSS DR,16494000,2408
7530,4916  CUMBERLAND ST,60045320,0
7531,4964  CUMBERLAND ST,60045410,0
7532,1 E CUSTIS AV,14874000,888
7533,2 E CUSTIS AV,50624380,949
7534,3 E CUSTIS AV,14875500,832
7535,3A E CUSTIS AV,14876000,832
7536,4 E CUSTIS AV,14840500,1090
7537,5 E CUSTIS AV,14874500,880
7538,5A E CUSTIS AV,14875000,832
7539,6 E CUSTIS AV,14840000,1374
7540,7 E CUSTIS AV,14876500,1328
7541,8 E CUSTIS AV,14839500,2108
7542,8A E CUSTIS AV,14839000,0
7543,9 E CUSTIS AV,14877000,1704
7544,10 E CUSTIS AV,14838500,1156
7545,10A E CUSTIS AV,14838000,952
7546,11 E CUSTIS AV,14877500,3800
7547,12 E CUSTIS AV,14837500,900
7548,14 E CUSTIS AV,14837000,2028
7549,15 E CUSTIS AV,14878000,1029
7550,17 E CUSTIS AV,14878500,0
7551,18 E CUSTIS AV,14836500,1840
7552,18A E CUSTIS AV,50237700,1840
7553,19 E CUSTIS AV,14879000,1143
7554,19A E CUSTIS AV,14879500,918
7555,21 E CUSTIS AV,14880000,1528
7556,22 E CUSTIS AV,50237600,1911
7557,100 E CUSTIS AV,14851500,1032
7558,102 E CUSTIS AV,14851000,1116
7559,104 E CUSTIS AV,14850500,1044
7560,104A E CUSTIS AV,14850000,884
7561,105 E CUSTIS AV,50411210,1188
7562,106 E CUSTIS AV,14849500,1712
7563,107 E CUSTIS AV,50411220,1188
7564,108 E CUSTIS AV,14849000,1817
7565,109 E CUSTIS AV,50411230,925
7566,113 E CUSTIS AV,60033390,2400
7567,115 E CUSTIS AV,60033400,2544
7568,202 E CUSTIS AV,13614000,0
7569,203 E CUSTIS AV,50628180,4910
7570,204 E CUSTIS AV,13613500,1330
7571,206 E CUSTIS AV,13613000,1296
7572,207 E CUSTIS AV,50628170,0
7573,208 E CUSTIS AV,13612500,2058
7574,209 E CUSTIS AV,13618000,2457
7575,210 E CUSTIS AV,13612000,864
7576,210A E CUSTIS AV,13611500,864
7577,211 E CUSTIS AV,13618500,918
7578,211A E CUSTIS AV,13619000,918
7579,212 E CUSTIS AV,13611000,864
7580,212A E CUSTIS AV,13610500,864
7581,213 E CUSTIS AV,13619520,1156
7582,213A E CUSTIS AV,13619540,1156
7583,214 E CUSTIS AV,13610000,1942
7584,215 E CUSTIS AV,13620000,1579
7585,216 E CUSTIS AV,13609500,772
7586,217 E CUSTIS AV,13620500,1174
7587,218 E CUSTIS AV,13609000,1037
7588,219 E CUSTIS AV,13621000,1482
7589,220 E CUSTIS AV,13608500,1468
7590,222 E CUSTIS AV,13608000,1350
7591,300 E CUSTIS AV,13684500,1876
7592,301 E CUSTIS AV,13685000,2456
7593,302 E CUSTIS AV,13684100,1184
7594,302A E CUSTIS AV,13684020,1472
7595,303 E CUSTIS AV,13685500,1155
7596,304 E CUSTIS AV,13683500,1803
7597,305 E CUSTIS AV,13686000,2693
7598,306 E CUSTIS AV,13683000,2120
7599,307 E CUSTIS AV,13686500,2180
7600,308 E CUSTIS AV,13682500,2584
7601,309 E CUSTIS AV,13687000,1730
7602,311 E CUSTIS AV,13687500,3960
7603,312 E CUSTIS AV,13681510,832
7604,312A E CUSTIS AV,13681000,1190
7605,314 E CUSTIS AV,13680500,1017
7606,314A E CUSTIS AV,13680000,1174
7607,315 E CUSTIS AV,13688500,918
7608,315A E CUSTIS AV,13689000,918
7609,316 E CUSTIS AV,13679500,1292
7610,317 E CUSTIS AV,13689500,900
7611,318 E CUSTIS AV,13679000,1188
7612,319 E CUSTIS AV,13690500,2028
7613,320 E CUSTIS AV,13678500,1188
7614,321 E CUSTIS AV,13691000,2674
7615,400 E CUSTIS AV,13772500,1198
7616,401 E CUSTIS AV,13773000,2452
7617,402 E CUSTIS AV,13772000,982
7618,403 E CUSTIS AV,13773500,2228
7619,404 E CUSTIS AV,13771500,2744
7620,405 E CUSTIS AV,13774500,874
7621,406 E CUSTIS AV,13771000,2768
7622,407 E CUSTIS AV,13775000,874
7623,408 E CUSTIS AV,13770500,918
7624,408A E CUSTIS AV,13770000,1398
7625,409 E CUSTIS AV,13774000,2551
7626,410 E CUSTIS AV,13769500,0
7627,410A E CUSTIS AV,13769000,832
7628,410B E CUSTIS AV,13768500,832
7629,411 E CUSTIS AV,13775500,2060
7630,412 E CUSTIS AV,13768000,952
7631,413 E CUSTIS AV,13776000,1881
7632,414 E CUSTIS AV,13767500,952
7633,415 E CUSTIS AV,13776500,1233
7634,416 E CUSTIS AV,13767000,1260
7635,417 E CUSTIS AV,13777000,1244
7636,418 E CUSTIS AV,13766500,918
7637,419 E CUSTIS AV,13777500,2656
7638,420 E CUSTIS AV,13766000,765
7639,421 E CUSTIS AV,13778000,2654
7640,422 E CUSTIS AV,13765500,1970
7641,501 E CUSTIS AV,13834500,2532
7642,503 E CUSTIS AV,13835000,1362
7643,504 E CUSTIS AV,13831000,964
7644,505 E CUSTIS AV,13835500,1152
7645,506 E CUSTIS AV,13831500,964
7646,507 E CUSTIS AV,13836000,918
7647,508 E CUSTIS AV,60037300,2462
7648,509 E CUSTIS AV,13836500,918
7649,510 E CUSTIS AV,13833000,1400
7650,511 E CUSTIS AV,13837000,836
7651,512 E CUSTIS AV,13833500,0
7652,512A E CUSTIS AV,13834000,862
7653,513 E CUSTIS AV,13837500,1818
7654,515 E CUSTIS AV,13838000,2129
7655,517 E CUSTIS AV,13838500,780
7656,517A E CUSTIS AV,13839000,780
7657,519 E CUSTIS AV,13839500,780
7658,519A E CUSTIS AV,13840000,780
7659,521A E CUSTIS AV,50517400,1120
7660,521B E CUSTIS AV,50517410,1120
7661,610 E CUSTIS AV,60024160,4089
7662,611 E CUSTIS AV,60024170,3526
7663,617 E CUSTIS AV,60024180,3069
7664,618 E CUSTIS AV,60024150,3011
7665,619 E CUSTIS AV,60024190,2997
7666,620 E CUSTIS AV,60024140,2872
7667,621 E CUSTIS AV,60024200,2760
7668,622 E CUSTIS AV,60024130,2752
7669,700 E CUSTIS AV,60021500,2764
7670,710 E CUSTIS AV,60021490,3384
7671,711 E CUSTIS AV,60021550,2902
7672,712 E CUSTIS AV,60021480,3338
7673,713 E CUSTIS AV,60021560,2902
7674,714 E CUSTIS AV,60021470,3430
7675,715 E CUSTIS AV,60021570,2854
7676,717 E CUSTIS AV,60021580,2854
7677,718 E CUSTIS AV,60021460,3380
7678,720 E CUSTIS AV,60021450,3326
7679,721 E CUSTIS AV,60021590,3446
7680,722 E CUSTIS AV,60021440,3280
7681,723 E CUSTIS AV,60021600,2909
7682,724 E CUSTIS AV,60021430,3280
7683,725 E CUSTIS AV,60021610,2881
7684,726 E CUSTIS AV,60021420,2864
7685,727 E CUSTIS AV,60021620,2789
7686,728 E CUSTIS AV,60021410,3360
7687,729 E CUSTIS AV,60021630,3383
7688,3171/2 E CUSTIS AV,13690000,864
7689,4 W CUSTIS AV,14865000,2809
7690,6 W CUSTIS AV,14864500,1396
7691,8 W CUSTIS AV,14864000,2640
7692,10 W CUSTIS AV,14863500,1964
7693,12 W CUSTIS AV,14863000,1056
7694,14 W CUSTIS AV,14862500,1619
7695,15 W CUSTIS AV,14856000,1399
7696,16 W CUSTIS AV,14862000,1290
7697,17 W CUSTIS AV,14856500,1184
7698,18 W CUSTIS AV,14861500,1308
7699,19 W CUSTIS AV,14857000,1408
7700,20 W CUSTIS AV,14861000,1273
7701,22 W CUSTIS AV,14860500,2543
7702,24 W CUSTIS AV,14860000,1398
7703,100  DAINGERFIELD RD,50616740,32038
7704,"156A  DAINGERFIELD RD, UNIT A",10086000,1
7705,200  DAINGERFIELD RD,60028380,12860
7706,205  DAINGERFIELD RD,10040600,17460
7707,40  DALE ST,15539000,1024
7708,42  DALE ST,15538500,1024
7709,44  DALE ST,15538000,1024
7710,45  DALE ST,15548500,1024
7711,46  DALE ST,15537500,1024
